net_type,activation,steps_ahead,Nodes_prop,Nodes_tot,Edges_prop,Edges_tot,Triangles_prop,Triangles_tot,Squares_prop,Squares_tot
ER,linear,22,0.3061224489795918,15,0.0408163265306122,2,0.4081632653061224,20,0.2448979591836734,12
ER,linear,23,0.0833333333333333,1,0.25,3,0.4166666666666667,5,0.25,3
ER,linear,24,0.2142857142857142,9,0.1666666666666666,7,0.5,21,0.119047619047619,5
ER,linear,25,0.217391304347826,10,0.217391304347826,10,0.4782608695652174,22,0.0869565217391304,4
ER,tanh,1,0.3333333333333333,9,0.0,0,0.6666666666666666,18,0.0,0
ER,tanh,2,0.3103448275862069,9,0.0,0,0.6896551724137931,20,0.0,0
ER,tanh,3,0.3333333333333333,14,0.0238095238095238,1,0.6428571428571429,27,0.0,0
ER,tanh,4,0.3620689655172414,21,0.0,0,0.6379310344827587,37,0.0,0
ER,tanh,5,0.2741935483870967,17,0.0,0,0.7258064516129032,45,0.0,0
ER,tanh,6,0.3150684931506849,23,0.0,0,0.684931506849315,50,0.0,0
ER,tanh,7,0.345679012345679,28,0.0,0,0.6419753086419753,52,0.0123456790123456,1
ER,tanh,8,0.2828282828282828,28,0.0,0,0.7171717171717171,71,0.0,0
ER,tanh,9,0.2753623188405797,19,0.0,0,0.7246376811594203,50,0.0,0
ER,tanh,10,0.3037974683544304,24,0.0,0,0.6835443037974683,54,0.0126582278481012,1
ER,tanh,11,0.3409090909090909,30,0.034090909090909,3,0.625,55,0.0,0
ER,tanh,12,0.2033898305084746,12,0.1864406779661017,11,0.6101694915254238,36,0.0,0
ER,tanh,13,0.2857142857142857,22,0.0779220779220779,6,0.6363636363636364,49,0.0,0
ER,tanh,14,0.3766233766233766,29,0.1298701298701298,10,0.4935064935064935,38,0.0,0
ER,tanh,15,0.2162162162162162,16,0.0,0,0.5540540540540541,41,0.2297297297297297,17
ER,tanh,16,0.303030303030303,20,0.1969696969696969,13,0.5,33,0.0,0
ER,tanh,17,0.2112676056338028,15,0.0,0,0.5915492957746479,42,0.1971830985915492,14
ER,tanh,18,0.3472222222222222,25,0.1111111111111111,8,0.5277777777777778,38,0.0138888888888888,1
ER,tanh,19,0.2608695652173913,18,0.0,0,0.5217391304347826,36,0.217391304347826,15
ER,tanh,20,0.3676470588235294,25,0.1323529411764706,9,0.5,34,0.0,0
ER,tanh,21,0.2763157894736842,21,0.1578947368421052,12,0.5394736842105263,41,0.0263157894736842,2
ER,tanh,22,0.3125,20,0.171875,11,0.515625,33,0.0,0
ER,tanh,23,0.2368421052631578,18,0.0131578947368421,1,0.5131578947368421,39,0.2368421052631578,18
ER,tanh,24,0.2716049382716049,22,0.1111111111111111,9,0.6172839506172839,50,0.0,0
ER,tanh,25,0.3428571428571428,24,0.1428571428571428,10,0.5,35,0.0142857142857142,1
embedding,linear,1,0.2413793103448276,7,0.0689655172413793,2,0.6896551724137931,20,0.0,0
embedding,linear,1,0.4827586206896552,14,0.0,0,0.5172413793103449,15,0.0,0
embedding,linear,2,0.2156862745098039,11,0.0784313725490196,4,0.6078431372549019,31,0.0980392156862745,5
embedding,linear,3,0.2407407407407407,13,0.0555555555555555,3,0.6666666666666666,36,0.037037037037037,2
embedding,linear,4,0.3506493506493506,27,0.0,0,0.6493506493506493,50,0.0,0
embedding,linear,5,0.4583333333333333,44,0.0,0,0.5416666666666666,52,0.0,0
embedding,linear,6,0.4504504504504504,50,0.0,0,0.5495495495495496,61,0.0,0
embedding,linear,7,0.3442622950819672,42,0.0,0,0.6557377049180327,80,0.0,0
embedding,linear,8,0.4258064516129032,66,0.0064516129032258,1,0.567741935483871,88,0.0,0
embedding,linear,9,0.3815789473684211,58,0.0,0,0.6118421052631579,93,0.006578947368421,1
embedding,linear,10,0.4293478260869565,79,0.0,0,0.5706521739130435,105,0.0,0
embedding,linear,11,0.4482758620689655,65,0.0068965517241379,1,0.5448275862068965,79,0.0,0
embedding,linear,12,0.4285714285714285,60,0.0357142857142857,5,0.5357142857142857,75,0.0,0
embedding,linear,13,0.25,25,0.19,19,0.5,50,0.06,6
embedding,linear,14,0.2828282828282828,28,0.0,0,0.5656565656565656,56,0.1515151515151515,15
embedding,linear,15,0.2549019607843137,26,0.2156862745098039,22,0.4607843137254901,47,0.0686274509803921,7
embedding,linear,16,0.3125,25,0.175,14,0.4375,35,0.075,6
embedding,linear,17,0.21,21,0.14,14,0.57,57,0.08,8
embedding,linear,18,0.2419354838709677,15,0.2096774193548387,13,0.3870967741935484,24,0.1612903225806451,10
embedding,linear,19,0.2888888888888888,26,0.1555555555555555,14,0.4444444444444444,40,0.1111111111111111,10
embedding,linear,20,0.2363636363636363,13,0.2363636363636363,13,0.3636363636363636,20,0.1636363636363636,9
embedding,linear,21,0.1489361702127659,14,0.1914893617021276,18,0.4787234042553192,45,0.1808510638297872,17
embedding,linear,22,0.2235294117647059,19,0.1294117647058823,11,0.4705882352941176,40,0.1764705882352941,15
embedding,linear,23,0.225,18,0.1625,13,0.3875,31,0.225,18
embedding,linear,24,0.2045454545454545,18,0.1590909090909091,14,0.4545454545454545,40,0.1818181818181818,16
embedding,linear,25,0.2983870967741935,37,0.1532258064516129,19,0.4677419354838709,58,0.0806451612903225,10
embedding,tanh,1,0.225,9,0.05,2,0.675,27,0.05,2
embedding,tanh,2,0.2448979591836734,12,0.0816326530612244,4,0.673469387755102,33,0.0,0
embedding,tanh,3,0.358974358974359,14,0.0,0,0.6410256410256411,25,0.0,0
embedding,tanh,4,0.3333333333333333,15,0.0,0,0.6666666666666666,30,0.0,0
embedding,tanh,5,0.3728813559322034,22,0.0,0,0.6271186440677966,37,0.0,0
embedding,tanh,6,0.4027777777777778,29,0.0,0,0.5972222222222222,43,0.0,0
embedding,tanh,7,0.4421052631578947,42,0.0,0,0.5578947368421052,53,0.0,0
embedding,tanh,8,0.3597122302158273,50,0.0071942446043165,1,0.6330935251798561,88,0.0,0
embedding,tanh,9,0.3421052631578947,52,0.0,0,0.6578947368421053,100,0.0,0
embedding,tanh,10,0.3191489361702128,60,0.0,0,0.6808510638297872,128,0.0,0
embedding,tanh,11,0.4064171122994652,76,0.0,0,0.5882352941176471,110,0.0053475935828877,1
embedding,tanh,12,0.4230769230769231,66,0.0064102564102564,1,0.5641025641025641,88,0.0064102564102564,1
embedding,tanh,13,0.3254437869822485,55,0.0,0,0.6745562130177515,114,0.0,0
embedding,tanh,14,0.3636363636363636,52,0.0559440559440559,8,0.5804195804195804,83,0.0,0
embedding,tanh,15,0.34,51,0.0133333333333333,2,0.6466666666666666,97,0.0,0
embedding,tanh,16,0.3897058823529412,53,0.0808823529411764,11,0.5294117647058824,72,0.0,0
embedding,tanh,17,0.3446327683615819,61,0.03954802259887,7,0.615819209039548,109,0.0,0
embedding,tanh,18,0.2377049180327868,29,0.1721311475409836,21,0.5737704918032787,70,0.0163934426229508,2
embedding,tanh,19,0.3776595744680851,71,0.0531914893617021,10,0.5691489361702128,107,0.0,0
embedding,tanh,20,0.3248407643312102,51,0.1337579617834395,21,0.5414012738853503,85,0.0,0
embedding,tanh,21,0.3288590604026846,49,0.1140939597315436,17,0.5570469798657718,83,0.0,0
embedding,tanh,22,0.2692307692307692,42,0.1794871794871795,28,0.5512820512820513,86,0.0,0
embedding,tanh,23,0.273972602739726,20,0.1917808219178082,14,0.3698630136986301,27,0.1643835616438356,12
embedding,tanh,24,0.24,18,0.1333333333333333,10,0.4266666666666667,32,0.2,15
embedding,tanh,25,0.2191780821917808,16,0.1917808219178082,14,0.4383561643835616,32,0.1506849315068493,11
ER,linear,1,0.3333333333333333,6,0.0,0,0.6666666666666666,12,0.0,0
ER,linear,2,0.5,13,0.0,0,0.5,13,0.0,0
ER,linear,3,0.28,7,0.0,0,0.72,18,0.0,0
ER,linear,4,0.3235294117647059,11,0.0,0,0.6764705882352942,23,0.0,0
ER,linear,5,0.3421052631578947,13,0.0,0,0.631578947368421,24,0.0263157894736842,1
ER,linear,6,0.282051282051282,11,0.0,0,0.717948717948718,28,0.0,0
ER,linear,7,0.26,13,0.02,1,0.72,36,0.0,0
ER,linear,8,0.2340425531914893,11,0.0,0,0.7659574468085106,36,0.0,0
ER,linear,9,0.1714285714285714,6,0.0,0,0.6285714285714286,22,0.2,7
ER,linear,10,0.2051282051282051,8,0.2564102564102564,10,0.4871794871794871,19,0.0512820512820512,2
ER,linear,11,0.3076923076923077,12,0.1794871794871795,7,0.4358974358974359,17,0.0769230769230769,3
ER,linear,12,0.2307692307692307,9,0.2051282051282051,8,0.4615384615384615,18,0.1025641025641025,4
ER,linear,13,0.1785714285714285,5,0.1785714285714285,5,0.4642857142857143,13,0.1785714285714285,5
ER,linear,14,0.1666666666666666,6,0.25,9,0.4444444444444444,16,0.1388888888888889,5
ER,linear,15,0.2702702702702703,10,0.1081081081081081,4,0.4594594594594595,17,0.1621621621621621,6
ER,linear,16,0.3076923076923077,12,0.1282051282051282,5,0.4358974358974359,17,0.1282051282051282,5
ER,linear,17,0.2790697674418604,12,0.2325581395348837,10,0.3953488372093023,17,0.0930232558139534,4
ER,linear,18,0.3142857142857143,11,0.0571428571428571,2,0.4571428571428571,16,0.1714285714285714,6
ER,linear,19,0.25,10,0.2,8,0.425,17,0.125,5
ER,linear,20,0.2888888888888888,13,0.2222222222222222,10,0.3555555555555555,16,0.1333333333333333,6
ER,linear,21,0.2790697674418604,12,0.0930232558139534,4,0.5116279069767442,22,0.1162790697674418,5
ER,linear,22,0.2307692307692307,12,0.2307692307692307,12,0.4230769230769231,22,0.1153846153846153,6
ER,linear,23,0.1739130434782608,8,0.2608695652173913,12,0.4782608695652174,22,0.0869565217391304,4
ER,linear,24,0.2391304347826087,11,0.0434782608695652,2,0.4782608695652174,22,0.2391304347826087,11
ER,linear,25,0.2553191489361702,12,0.1914893617021276,9,0.425531914893617,20,0.1276595744680851,6
ER,tanh,1,0.1851851851851851,5,0.1111111111111111,3,0.5555555555555556,15,0.1481481481481481,4
ER,tanh,2,0.3478260869565217,8,0.0,0,0.6521739130434783,15,0.0,0
ER,tanh,3,0.2647058823529412,9,0.0,0,0.7352941176470589,25,0.0,0
ER,tanh,4,0.28125,9,0.0,0,0.71875,23,0.0,0
ER,tanh,5,0.2653061224489796,13,0.0,0,0.7142857142857143,35,0.0204081632653061,1
ER,tanh,6,0.3260869565217391,15,0.0,0,0.6739130434782609,31,0.0,0
ER,tanh,7,0.3292682926829268,27,0.024390243902439,2,0.6463414634146342,53,0.0,0
ER,tanh,8,0.3260869565217391,30,0.0,0,0.6739130434782609,62,0.0,0
ER,tanh,9,0.1951219512195122,16,0.0,0,0.8048780487804879,66,0.0,0
ER,tanh,10,0.1830985915492957,13,0.0,0,0.8169014084507042,58,0.0,0
ER,tanh,11,0.3448275862068966,20,0.0344827586206896,2,0.6206896551724138,36,0.0,0
ER,tanh,12,0.1707317073170731,7,0.1463414634146341,6,0.5853658536585366,24,0.0975609756097561,4
ER,tanh,13,0.36065573770491804,22,0.18032786885245902,11,0.45901639344262296,28,0.0,0
