net_size,activation,train_size,steps_ahead,noise,leakage,edges,triangles,squares,MDL,k_opt,N_MDL,E_MDL,T_MDL,S_MDL,a-9.0,a-8.0,a-7.0,a-6.0,a-5.0,a-4.0,a-3.0,a-2.0,a-1.0,a0.0,N_a-9.0,E_a-9.0,T_a-9.0,S_a-9.0,N_a-8.0,E_a-8.0,T_a-8.0,S_a-8.0,N_a-7.0,E_a-7.0,T_a-7.0,S_a-7.0,N_a-6.0,E_a-6.0,T_a-6.0,S_a-6.0,N_a-5.0,E_a-5.0,T_a-5.0,S_a-5.0,N_a-4.0,E_a-4.0,T_a-4.0,S_a-4.0,N_a-3.0,E_a-3.0,T_a-3.0,S_a-3.0,N_a-2.0,E_a-2.0,T_a-2.0,S_a-2.0,N_a-1.0,E_a-1.0,T_a-1.0,S_a-1.0,N_a0.0,E_a0.0,T_a0.0,S_a0.0,a0,N_a0,E_a0,T_a0,S_a0
1000,linear,10000,1,na,1,False,False,False,2.074863502920633e-05,30,1.0,0.0,0.0,0.0,1.039797825769892e-05,1.9287493435407792e-05,2.179302552202571e-05,2.348225886509187e-05,5.205992370230782e-05,9.299801261605492e-05,0.0001014758687591,0.0001203454579942,0.0004449937308669,0.0008696259695167,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44.41362915505366,1.0,0.0,0.0,0.0
1000,linear,10000,1,na,1,True,False,False,2.0678038744996107e-05,22,0.9090909090909092,0.0909090909090909,0.0,0.0,1.0011409118806798e-05,1.8637300892272223e-05,2.110834400874563e-05,2.2738184208293098e-05,5.005971692779164e-05,8.982727278118668e-05,9.815633029177848e-05,0.0001165016854733,0.0004302573963188,0.0008420585306345,0.9995901809113862,0.0004098190886137,0.0,0.0,0.9995613350378612,0.0004386649621386,0.0,0.0,0.999863223848066,0.0001367761519339,0.0,0.0,0.9998780301095928,0.0001219698904072,0.0,0.0,0.9997721903159056,0.0002278096840945,0.0,0.0,0.99952229036094,0.0004777096390601,0.0,0.0,0.9999408620964384,5.913790356179677e-05,0.0,0.0,0.9998513648148452,0.0001486351851547,0.0,0.0,0.9996032026439422,0.0003967973560577,0.0,0.0,0.9996252331005564,0.0003747668994436,0.0,0.0,6442055192.062367,1.0,6.833814015742476e-23,0.0,0.0
1000,linear,10000,1,na,1,True,True,False,1.9041440748943847e-06,19,0.8947368421052632,0.1052631578947368,0.0,0.0,9.80475770008284e-08,1.3304453068971352e-07,2.6283352320994024e-07,1.5144132868407947e-06,3.52083869034793e-06,5.1533774276497726e-06,8.433153084810535e-06,3.863967614174157e-05,0.0001045308762031,0.0001403965852464,0.3973949905624664,0.0034341425211168,0.5991708669164166,0.0,0.8860851687713948,0.0003832661679415,0.1135315650606637,0.0,0.9737085487020304,0.0001902594772165,0.0261011918207529,0.0,0.7784230525703454,0.0021948287334738,0.2193821186961808,0.0,0.4493384497267963,0.0018622378800555,0.548799312393148,0.0,0.7853980330160211,0.0001210250628992,0.2144809419210796,0.0,0.9797782538876784,3.494587011482432e-05,0.0201868002422067,0.0,0.8348624664052766,7.933291442254443e-05,0.1650582006803009,0.0,0.5254107606186765,0.0007499988818551,0.4738392404994683,0.0,0.8614080374811738,0.0003640895748959,0.1382278729439302,0.0,68294901.57796983,0.9999883941788936,1.1605821106519508e-05,7.774626844948414e-23,0.0
1000,linear,10000,1,na,1,True,True,True,9.713043459033802e-07,19,0.8947368421052632,0.0526315789473684,0.0526315789473684,0.0,8.191507685741487e-08,1.0868782883030064e-07,1.9783383909337418e-07,1.2431961052399945e-06,2.9661755755370084e-06,4.003926888546497e-06,6.511269938412116e-06,3.3216795517013275e-05,9.445373843064096e-05,0.0001258046553061,0.2585773448012591,0.0049370778673697,0.3682427886656855,0.3682427886656855,0.7845392606669015,0.0045076397691275,0.1054765497819854,0.1054765497819854,0.9569135358672533,0.0015035515990331,0.0207914562668567,0.0207914562668567,0.7170742333087958,0.0013349661911169,0.1407954002500436,0.1407954002500436,0.3403986479261363,0.0011413802241753,0.3292299859248441,0.3292299859248441,0.5963394098152568,0.0001364913263291,0.201762049429207,0.201762049429207,0.9006064683338214,0.0001441294309199,0.0496247011176292,0.0496247011176292,0.7750565458333627,0.0008908405963517,0.1120263067851427,0.1120263067851427,0.3844329414721809,0.0055289969939134,0.3050190307669528,0.3050190307669528,0.6831090975451034,0.0065588297841485,0.155166036335374,0.155166036335374,133201591.80297288,0.999999085263103,9.14734715497304e-07,1.0907258838245397e-12,1.0907258838245397e-12
1000,linear,10000,2,na,1,False,False,False,0.0002955987262159,62,1.0,0.0,0.0,0.0,0.000227744605676,0.0003677231321406,0.0004030179900099,0.0004281074380904,0.0007973149922517,0.0012474834482309,0.0013334718964984,0.0015045849313367,0.0041018821869228,0.0070863148573611,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2232.072052117121,1.0,0.0,0.0,0.0
1000,linear,10000,2,na,1,True,False,False,0.0003540255565035,74,0.7796610169491526,0.2203389830508474,0.0,0.0,0.0002628053695563,0.0004203799562684,0.0004606816245205,0.0004849155482403,0.0008740752132713,0.0013691927177547,0.0014649763756304,0.0016422078072081,0.0043896229390153,0.0076015115918264,0.9982289559503073,0.0017710440496926,0.0,0.0,0.9980327171810468,0.0019672828189532,0.0,0.0,0.9993149092103842,0.0006850907896158,0.0,0.0,0.9998959957927304,0.0001040042072696,0.0,0.0,0.999528337439016,0.0004716625609839,0.0,0.0,0.999365929234182,0.0006340707658179,0.0,0.0,0.9998129435943094,0.0001870564056905,0.0,0.0,0.9999869720400382,1.302795996179989e-05,0.0,0.0,0.9999162037581882,8.37962418116886e-05,0.0,0.0,0.999775122471344,0.0002248775286559,0.0,0.0,988695685.4532934,1.0,5.713592582694025e-18,0.0,0.0
1000,linear,10000,2,na,1,True,True,False,4.0272767128434096e-05,23,0.95,0.05,0.0,0.0,1.6092106282169048e-06,2.180858838566391e-06,3.742551067490638e-06,1.814137260651695e-05,4.152833072408177e-05,5.816846565500694e-05,9.132471717165076e-05,0.0003384357998195,0.0009116752177343,0.0011753003676395,0.3411830992563184,0.0018107495750707,0.6570061511686108,0.0,0.867555023650761,0.0003615243078626,0.1320834520413764,0.0,0.9775523172299307,3.86439978128033e-05,0.0224090387722564,0.0,0.7886805615194946,0.0008530199432125,0.210466418537293,0.0,0.4606891624910459,0.0048667254237008,0.5344441120852532,0.0,0.6722459215080735,0.0024885455607174,0.325265532931209,0.0,0.959754882602446,0.0001423036739731,0.040102813723581,0.0,0.8291384942342145,0.0012027583977289,0.1696587473680565,0.0,0.5466940346465036,0.0139342498991015,0.4393717154543951,0.0,0.7920412909401396,0.014153494707241,0.1938052143526194,0.0,130350.4895500052,0.9999951674654892,4.832534510707806e-06,2.8143107746532346e-21,0.0
1000,linear,10000,2,na,1,True,True,True,2.125822759770098e-05,26,0.9230769230769232,0.0,0.0,0.0769230769230769,1.5758781276755335e-06,2.119928613480481e-06,3.479479240661617e-06,1.717939224273448e-05,4.21764994944345e-05,5.762367624446413e-05,8.512742703713279e-05,0.0002878814707517,0.0008266198350228,0.0011140284646405,0.1669507994042195,0.0026526111525188,0.4151982947216308,0.4151982947216308,0.6833660775648669,0.0019927128629635,0.1573206047860848,0.1573206047860848,0.9388204327101126,0.0006816684284743,0.0302489494307065,0.0302489494307065,0.6607254983388141,0.0005659516882875,0.1693542749864491,0.1693542749864491,0.3250314248546013,0.0005021839284017,0.3372331956084985,0.3372331956084985,0.4994584038335153,0.000369165195329,0.2500862154855778,0.2500862154855778,0.9246659504262156,6.885625470877758e-05,0.0376325966595379,0.0376325966595379,0.6921429641202026,0.0004945564598751,0.1536812397099611,0.1536812397099611,0.3556085950546601,0.0028724146466417,0.3207594951493491,0.3207594951493491,0.5933651798819091,0.004490058923022,0.2010723805975344,0.2010723805975344,5925304.0683807405,0.9966784282703264,0.0033215466261736,1.255174987419866e-08,1.255174987419866e-08
1000,linear,10000,1,na,1,False,False,False,5.629509165263742e-06,19,1.0,0.0,0.0,0.0,2.836585360136321e-06,3.4593119742123097e-06,5.945179462667323e-06,7.134699294565131e-06,1.237044307969549e-05,2.125277605484941e-05,2.4248587410427312e-05,4.905706808136025e-05,9.030246745772797e-05,0.0001041247846642,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,162.02621048121657,1.0,0.0,0.0,0.0
1000,linear,10000,1,na,1,True,False,False,4.965800218830177e-06,23,1.0,0.0,0.0,0.0,3.01982439361093e-06,3.765805492344888e-06,6.397871509090787e-06,7.593961945696191e-06,1.3667611863109308e-05,2.2657027638350257e-05,2.569217440101161e-05,5.369435239317227e-05,9.498022111347684e-05,0.0001088245412116,0.9992491977311124,0.0007508022688873,0.0,0.0,0.9995212586928484,0.0004787413071516,0.0,0.0,0.9996335729318214,0.0003664270681785,0.0,0.0,0.999477089880665,0.0005229101193348,0.0,0.0,0.9998330484937996,0.0001669515062005,0.0,0.0,0.999339618750074,0.0006603812499261,0.0,0.0,0.9990301583099992,0.0009698416900007,0.0,0.0,0.9995559598168036,0.0004440401831966,0.0,0.0,0.9996348247019178,0.0003651752980821,0.0,0.0,0.9997978944312064,0.0002021055687936,0.0,0.0,5282525635.419346,1.0,5.729562828191475e-22,0.0,0.0
