net_type,system,activation,steps_ahead,Nodes_prop,Nodes_tot,Edges_prop,Edges_tot,Triangles_prop,Triangles_tot,Squares_prop,Squares_tot
lorenz,lorenz,linear,6,0.0933333333333333,14,0.1066666666666666,16,0.5333333333333333,80,0.2666666666666666,40
lorenz,lorenz,linear,7,0.0757575757575757,10,0.1136363636363636,15,0.5075757575757576,67,0.303030303030303,40
lorenz,lorenz,linear,8,0.0689655172413793,8,0.1293103448275862,15,0.4051724137931034,47,0.396551724137931,46
lorenz,lorenz,linear,9,0.0617283950617283,10,0.1111111111111111,18,0.5370370370370371,87,0.2901234567901234,47
lorenz,lorenz,linear,10,0.073170731707317,9,0.1300813008130081,16,0.3902439024390244,48,0.4065040650406504,50
lorenz,lorenz,linear,11,0.0707964601769911,8,0.1592920353982301,18,0.4070796460176991,46,0.3628318584070796,41
lorenz,lorenz,linear,12,0.0579710144927536,8,0.1376811594202898,19,0.4710144927536231,65,0.3333333333333333,46
lorenz,lorenz,linear,13,0.0909090909090909,6,0.1515151515151515,10,0.4545454545454545,30,0.303030303030303,20
lorenz,lorenz,linear,14,0.1016949152542373,6,0.1864406779661017,11,0.4067796610169492,24,0.3050847457627119,18
lorenz,lorenz,linear,15,0.12,6,0.16,8,0.46,23,0.26,13
lorenz,lorenz,linear,16,0.1071428571428571,6,0.1785714285714285,10,0.4107142857142857,23,0.3035714285714285,17
lorenz,lorenz,linear,17,0.0983606557377049,6,0.1639344262295081,10,0.4098360655737705,25,0.3278688524590163,20
lorenz,lorenz,linear,18,0.0727272727272727,4,0.2181818181818181,12,0.4545454545454545,25,0.2545454545454545,14
lorenz,lorenz,linear,19,0.0862068965517241,5,0.1896551724137931,11,0.4137931034482758,24,0.3103448275862069,18
lorenz,lorenz,linear,20,0.15,6,0.15,6,0.45,18,0.25,10
lorenz,lorenz,linear,21,0.125,6,0.1666666666666666,8,0.3958333333333333,19,0.3125,15
lorenz,lorenz,linear,22,0.1428571428571428,6,0.238095238095238,10,0.4285714285714285,18,0.1904761904761904,8
lorenz,lorenz,linear,23,0.1052631578947368,4,0.1578947368421052,6,0.4473684210526316,17,0.2894736842105263,11
lorenz,lorenz,linear,24,0.0769230769230769,4,0.1153846153846153,6,0.4038461538461538,21,0.4038461538461538,21
lorenz,lorenz,linear,25,0.1219512195121951,5,0.1951219512195122,8,0.4390243902439024,18,0.2439024390243902,10
lorenz,rossler,tanh,1,0.0786516853932584,7,0.1910112359550561,17,0.3146067415730337,28,0.4157303370786517,37
lorenz,rossler,tanh,5,0.0928571428571428,13,0.0642857142857142,9,0.3857142857142857,54,0.4571428571428571,64
lorenz,rossler,tanh,9,0.0846153846153846,11,0.123076923076923,16,0.3153846153846154,41,0.4769230769230769,62
lorenz,rossler,tanh,13,0.0592592592592592,8,0.1185185185185185,16,0.3111111111111111,42,0.5111111111111111,69
lorenz,rossler,tanh,17,0.0534351145038167,7,0.1221374045801526,16,0.366412213740458,48,0.4580152671755725,60
lorenz,rossler,tanh,21,0.0839694656488549,11,0.1068702290076335,14,0.3206106870229007,42,0.4885496183206106,64
lorenz,rossler,tanh,25,0.04,6,0.1066666666666666,16,0.3466666666666667,52,0.5066666666666667,76
lorenz,rossler,tanh,29,0.0526315789473684,7,0.1353383458646616,18,0.3233082706766917,43,0.4887218045112781,65
lorenz,rossler,tanh,33,0.0579710144927536,8,0.108695652173913,15,0.3623188405797101,50,0.4710144927536231,65
lorenz,rossler,tanh,37,0.0544217687074829,8,0.1088435374149659,16,0.3605442176870748,53,0.4761904761904761,70
lorenz,rossler,tanh,41,0.0606060606060606,8,0.1363636363636363,18,0.2954545454545454,39,0.5075757575757576,67
lorenz,rossler,tanh,45,0.0714285714285714,10,0.1142857142857142,16,0.3142857142857143,44,0.5,70
