net_type,system,activation,steps_ahead,Nodes_prop,Nodes_tot,Edges_prop,Edges_tot,Triangles_prop,Triangles_tot,Squares_prop,Squares_tot
lorenz,rossler,tanh,49,0.0681818181818181,9,0.1136363636363636,15,0.3484848484848485,46,0.4696969696969697,62
lorenz,rossler,tanh,53,0.0441176470588235,6,0.1397058823529411,19,0.2794117647058823,38,0.5367647058823529,73
lorenz,rossler,tanh,57,0.0610687022900763,8,0.1068702290076335,14,0.3435114503816794,45,0.4885496183206106,64
lorenz,rossler,tanh,61,0.0542635658914728,7,0.1085271317829457,14,0.3333333333333333,43,0.5038759689922481,65
lorenz,rossler,tanh,65,0.0620155038759689,8,0.1240310077519379,16,0.3100775193798449,40,0.5038759689922481,65
lorenz,rossler,tanh,69,0.0507246376811594,7,0.108695652173913,15,0.3623188405797101,50,0.4782608695652174,66
lorenz,rossler,tanh,73,0.0719424460431654,10,0.1294964028776978,18,0.3669064748201439,51,0.4316546762589928,60
lorenz,rossler,tanh,77,0.0704225352112676,10,0.1267605633802817,18,0.323943661971831,46,0.4788732394366197,68
lorenz,rossler,tanh,81,0.064516129032258,8,0.1209677419354838,15,0.3064516129032258,38,0.5080645161290323,63
lorenz,rossler,tanh,85,0.0526315789473684,7,0.1278195488721804,17,0.3157894736842105,42,0.5037593984962406,67
lorenz,rossler,tanh,89,0.0684931506849315,10,0.1095890410958904,16,0.3561643835616438,52,0.4657534246575342,68
lorenz,rossler,tanh,93,0.0687022900763358,9,0.0839694656488549,11,0.3129770992366412,41,0.5343511450381679,70
lorenz,rossler,tanh,97,0.064516129032258,8,0.1370967741935483,17,0.3629032258064516,45,0.4354838709677419,54
lorenz,rossler,linear,1,0.6222222222222222,56,0.0777777777777777,7,0.1555555555555555,14,0.1444444444444444,13
lorenz,rossler,linear,5,0.1553398058252427,16,0.1262135922330097,13,0.3495145631067961,36,0.3689320388349514,38
lorenz,rossler,linear,9,0.078125,5,0.125,8,0.484375,31,0.3125,20
lorenz,rossler,linear,13,0.1052631578947368,6,0.2105263157894736,12,0.2105263157894736,12,0.4736842105263157,27
lorenz,rossler,linear,17,0.0958904109589041,7,0.1232876712328767,9,0.3972602739726027,29,0.3835616438356164,28
lorenz,rossler,linear,21,0.0952380952380952,6,0.1587301587301587,10,0.2857142857142857,18,0.4603174603174603,29
lorenz,rossler,linear,25,0.1034482758620689,3,0.1724137931034483,5,0.3448275862068966,10,0.3793103448275862,11
lorenz,rossler,linear,29,0.1379310344827586,4,0.1724137931034483,5,0.2413793103448276,7,0.4482758620689655,13
lorenz,rossler,linear,33,0.12,6,0.18,9,0.24,12,0.46,23
lorenz,rossler,linear,37,0.1428571428571428,5,0.1428571428571428,5,0.2285714285714285,8,0.4857142857142857,17
lorenz,rossler,linear,41,0.125,3,0.1666666666666666,4,0.3333333333333333,8,0.375,9
lorenz,rossler,linear,45,0.1666666666666666,4,0.125,3,0.25,6,0.4583333333333333,11
lorenz,rossler,linear,49,0.1515151515151515,5,0.1515151515151515,5,0.2727272727272727,9,0.4242424242424242,14
lorenz,rossler,linear,53,0.1,3,0.1666666666666666,5,0.3,9,0.4333333333333333,13
lorenz,rossler,linear,57,0.119047619047619,5,0.1904761904761904,8,0.2857142857142857,12,0.4047619047619047,17
lorenz,rossler,linear,61,0.1515151515151515,5,0.1818181818181818,6,0.2727272727272727,9,0.3939393939393939,13
lorenz,rossler,linear,65,0.1276595744680851,6,0.1914893617021276,9,0.2553191489361702,12,0.425531914893617,20
lorenz,rossler,linear,69,0.131578947368421,5,0.2368421052631578,9,0.2631578947368421,10,0.3684210526315789,14
lorenz,rossler,linear,73,0.1515151515151515,5,0.1818181818181818,6,0.2424242424242424,8,0.4242424242424242,14
lorenz,rossler,linear,77,0.1875,6,0.1875,6,0.21875,7,0.40625,13
lorenz,rossler,linear,81,0.1351351351351351,5,0.1891891891891892,7,0.2432432432432432,9,0.4324324324324324,16
lorenz,rossler,linear,85,0.0784313725490196,4,0.2156862745098039,11,0.2745098039215686,14,0.4313725490196078,22
lorenz,rossler,linear,89,0.0833333333333333,5,0.2,12,0.3,18,0.4166666666666667,25
lorenz,rossler,linear,93,0.125,6,0.2083333333333333,10,0.25,12,0.4166666666666667,20
lorenz,rossler,linear,97,0.0851063829787234,4,0.1914893617021276,9,0.2978723404255319,14,0.425531914893617,20
lorenz,lorenz,tanh,1,0.4230769230769231,121,0.0664335664335664,19,0.3146853146853147,90,0.1958041958041958,56
lorenz,lorenz,tanh,2,0.2992125984251969,114,0.0787401574803149,30,0.4435695538057743,169,0.1784776902887139,68
lorenz,lorenz,tanh,3,0.2437810945273631,98,0.0572139303482587,23,0.5796019900497512,233,0.1194029850746268,48
lorenz,lorenz,tanh,4,0.2627345844504021,98,0.0831099195710455,31,0.4235924932975871,158,0.2305630026809651,86
lorenz,lorenz,tanh,5,0.0976253298153034,37,0.0897097625329815,34,0.5171503957783641,196,0.2955145118733509,112
lorenz,lorenz,tanh,6,0.0632183908045977,22,0.1034482758620689,36,0.4195402298850574,146,0.4137931034482758,144
lorenz,lorenz,tanh,7,0.0454545454545454,17,0.106951871657754,40,0.4598930481283422,172,0.3877005347593583,145
lorenz,lorenz,tanh,8,0.0477815699658703,14,0.1058020477815699,31,0.4197952218430034,123,0.4266211604095563,125
lorenz,lorenz,tanh,9,0.0422077922077922,13,0.1168831168831168,36,0.422077922077922,130,0.4188311688311688,129
lorenz,lorenz,tanh,10,0.0601092896174863,11,0.1092896174863388,20,0.4371584699453552,80,0.3934426229508196,72
lorenz,lorenz,tanh,11,0.0536912751677852,8,0.1073825503355704,16,0.4429530201342282,66,0.3959731543624161,59
lorenz,lorenz,tanh,12,0.0595238095238095,10,0.125,21,0.4285714285714285,72,0.3869047619047619,65
lorenz,lorenz,tanh,13,0.0514705882352941,7,0.1176470588235294,16,0.4558823529411764,62,0.375,51
lorenz,lorenz,tanh,14,0.064516129032258,6,0.1290322580645161,12,0.4731182795698925,44,0.3333333333333333,31
lorenz,lorenz,tanh,15,0.0654205607476635,7,0.1121495327102803,12,0.4392523364485981,47,0.3831775700934579,41
lorenz,lorenz,tanh,16,0.0686274509803921,7,0.1078431372549019,11,0.4509803921568627,46,0.3725490196078431,38
lorenz,lorenz,tanh,17,0.072289156626506,6,0.144578313253012,12,0.4337349397590361,36,0.3493975903614458,29
lorenz,lorenz,tanh,18,0.0652173913043478,6,0.1521739130434782,14,0.4456521739130434,41,0.3369565217391304,31
lorenz,lorenz,tanh,19,0.0686274509803921,7,0.1568627450980392,16,0.4215686274509804,43,0.3529411764705882,36
lorenz,lorenz,tanh,20,0.0659340659340659,6,0.1428571428571428,13,0.3956043956043956,36,0.3956043956043956,36
lorenz,lorenz,tanh,21,0.0625,5,0.0875,7,0.45,36,0.4,32
lorenz,lorenz,tanh,22,0.0714285714285714,6,0.1309523809523809,11,0.4642857142857143,39,0.3333333333333333,28
lorenz,lorenz,tanh,23,0.0777777777777777,7,0.1333333333333333,12,0.4222222222222222,38,0.3666666666666666,33
lorenz,lorenz,tanh,24,0.0618556701030927,6,0.134020618556701,13,0.422680412371134,41,0.3814432989690721,37
lorenz,lorenz,tanh,25,0.0744680851063829,7,0.1063829787234042,10,0.4574468085106383,43,0.3617021276595745,34
lorenz,lorenz,linear,1,0.5504587155963303,60,0.036697247706422,4,0.3944954128440367,43,0.018348623853211,2
lorenz,lorenz,linear,2,0.3867924528301887,41,0.0377358490566037,4,0.3679245283018867,39,0.2075471698113207,22
lorenz,lorenz,linear,3,0.4552238805970149,61,0.0671641791044776,9,0.373134328358209,50,0.1044776119402985,14
lorenz,lorenz,linear,4,0.3310344827586207,48,0.0896551724137931,13,0.4344827586206896,63,0.1448275862068965,21
lorenz,lorenz,linear,5,0.2395209580838323,40,0.0778443113772455,13,0.5089820359281437,85,0.1736526946107784,29
lorenz,lorenz,linear,6,0.0671641791044776,9,0.0970149253731343,13,0.6044776119402985,81,0.2313432835820895,31
lorenz,lorenz,linear,7,0.1166666666666666,21,0.0777777777777777,14,0.5888888888888889,106,0.2166666666666666,39
lorenz,lorenz,linear,8,0.0631578947368421,6,0.1578947368421052,15,0.4421052631578947,42,0.3368421052631579,32
lorenz,lorenz,linear,9,0.0759493670886076,6,0.1265822784810126,10,0.4683544303797468,37,0.3291139240506329,26
lorenz,lorenz,linear,10,0.0804597701149425,7,0.1494252873563218,13,0.4597701149425287,40,0.3103448275862069,27
lorenz,lorenz,linear,11,0.0727272727272727,8,0.1272727272727272,14,0.4090909090909091,45,0.3909090909090909,43
lorenz,lorenz,linear,12,0.0588235294117647,6,0.1470588235294117,15,0.4215686274509804,43,0.3725490196078431,38
lorenz,lorenz,linear,13,0.086021505376344,8,0.1397849462365591,13,0.4193548387096774,39,0.3548387096774194,33
lorenz,lorenz,linear,14,0.0795454545454545,7,0.1477272727272727,13,0.4318181818181818,38,0.3409090909090909,30
lorenz,lorenz,linear,15,0.1071428571428571,6,0.1428571428571428,8,0.4464285714285714,25,0.3035714285714285,17
lorenz,lorenz,linear,16,0.0864197530864197,7,0.1481481481481481,12,0.419753086419753,34,0.345679012345679,28
lorenz,lorenz,linear,17,0.0833333333333333,5,0.15,9,0.45,27,0.3166666666666666,19
lorenz,lorenz,linear,18,0.1142857142857142,4,0.1714285714285714,6,0.4571428571428571,16,0.2571428571428571,9
lorenz,lorenz,linear,19,0.0967741935483871,6,0.1774193548387097,11,0.4193548387096774,26,0.3064516129032258,19
lorenz,lorenz,linear,20,0.217391304347826,5,0.0869565217391304,2,0.6086956521739131,14,0.0869565217391304,2
lorenz,lorenz,linear,21,0.1034482758620689,3,0.1379310344827586,4,0.5172413793103449,15,0.2413793103448276,7
lorenz,lorenz,linear,22,0.0952380952380952,4,0.1904761904761904,8,0.4047619047619047,17,0.3095238095238095,13
lorenz,lorenz,linear,23,0.1290322580645161,4,0.2258064516129032,7,0.5161290322580645,16,0.1290322580645161,4
lorenz,lorenz,linear,24,0.1016949152542373,6,0.1694915254237288,10,0.423728813559322,25,0.3050847457627119,18
lorenz,lorenz,linear,25,0.0925925925925925,5,0.1666666666666666,9,0.4259259259259259,23,0.3148148148148148,17
lorenz,rossler,tanh,1,0.0853658536585365,7,0.1219512195121951,10,0.3292682926829268,27,0.4634146341463415,38
lorenz,rossler,tanh,5,0.1101694915254237,13,0.1186440677966101,14,0.2966101694915254,35,0.4745762711864407,56
lorenz,rossler,tanh,9,0.0533333333333333,8,0.1266666666666666,19,0.3266666666666666,49,0.4933333333333333,74
lorenz,rossler,tanh,13,0.0620689655172413,9,0.096551724137931,14,0.3517241379310344,51,0.4896551724137931,71
lorenz,rossler,tanh,17,0.0342465753424657,5,0.1164383561643835,17,0.3287671232876712,48,0.5205479452054794,76
lorenz,rossler,tanh,21,0.0604026845637583,9,0.0939597315436241,14,0.3557046979865771,53,0.4899328859060403,73
lorenz,rossler,tanh,25,0.0547945205479452,8,0.0958904109589041,14,0.3561643835616438,52,0.4931506849315068,72
lorenz,rossler,tanh,29,0.0828025477707006,13,0.1210191082802547,19,0.3121019108280254,49,0.4840764331210191,76
lorenz,rossler,tanh,33,0.0612244897959183,9,0.0952380952380952,14,0.3605442176870748,53,0.4829931972789115,71
lorenz,rossler,tanh,37,0.0689655172413793,10,0.1103448275862069,16,0.3379310344827586,49,0.4827586206896552,70
lorenz,rossler,tanh,41,0.0802469135802469,13,0.0864197530864197,14,0.3888888888888889,63,0.4444444444444444,72
lorenz,rossler,tanh,45,0.0625,9,0.1180555555555555,17,0.2916666666666667,42,0.5277777777777778,76
lorenz,rossler,tanh,49,0.0551724137931034,8,0.1172413793103448,17,0.3172413793103448,46,0.5103448275862069,74
lorenz,rossler,tanh,53,0.0647482014388489,9,0.1007194244604316,14,0.2949640287769784,41,0.539568345323741,75
lorenz,rossler,tanh,57,0.064,8,0.12,15,0.312,39,0.504,63
lorenz,rossler,tanh,61,0.0555555555555555,7,0.1269841269841269,16,0.3333333333333333,42,0.4841269841269841,61
lorenz,rossler,tanh,65,0.0547945205479452,8,0.0958904109589041,14,0.3356164383561644,49,0.5136986301369864,75
lorenz,rossler,tanh,69,0.0441176470588235,6,0.1176470588235294,16,0.3161764705882353,43,0.5220588235294118,71
lorenz,rossler,tanh,73,0.0465116279069767,8,0.063953488372093,11,0.4418604651162791,76,0.4476744186046512,77
lorenz,rossler,tanh,77,0.0314465408805031,5,0.0880503144654088,14,0.3836477987421384,61,0.4968553459119497,79
lorenz,rossler,tanh,81,0.0641025641025641,10,0.1217948717948717,19,0.3205128205128205,50,0.4935897435897436,77
lorenz,rossler,tanh,85,0.0642857142857142,9,0.0928571428571428,13,0.3428571428571428,48,0.5,70
lorenz,rossler,tanh,89,0.0679012345679012,11,0.0925925925925925,15,0.382716049382716,62,0.4567901234567901,74
lorenz,rossler,tanh,93,0.0789473684210526,12,0.0789473684210526,12,0.4078947368421052,62,0.4342105263157895,66
lorenz,rossler,tanh,97,0.0658682634730539,11,0.1137724550898203,19,0.3892215568862275,65,0.4311377245508982,72
lorenz,rossler,linear,1,0.6122448979591837,60,0.0,0,0.2142857142857142,21,0.173469387755102,17
lorenz,rossler,linear,5,0.4461538461538462,29,0.0923076923076923,6,0.2153846153846154,14,0.2461538461538461,16
lorenz,rossler,linear,9,0.088235294117647,6,0.1617647058823529,11,0.5147058823529411,35,0.2352941176470588,16
lorenz,rossler,linear,13,0.1,7,0.1714285714285714,12,0.2285714285714285,16,0.5,35
lorenz,rossler,linear,17,0.0705882352941176,6,0.1411764705882353,12,0.3294117647058823,28,0.4588235294117647,39
lorenz,rossler,linear,21,0.0517241379310344,3,0.1724137931034483,10,0.3275862068965517,19,0.4482758620689655,26
lorenz,rossler,linear,25,0.1739130434782608,4,0.217391304347826,5,0.217391304347826,5,0.391304347826087,9
lorenz,rossler,linear,29,0.1666666666666666,4,0.2083333333333333,5,0.25,6,0.375,9
lorenz,rossler,linear,33,0.16,4,0.2,5,0.28,7,0.36,9
lorenz,rossler,linear,37,0.1111111111111111,3,0.1851851851851851,5,0.2222222222222222,6,0.4814814814814814,13
lorenz,rossler,linear,41,0.12,3,0.16,4,0.28,7,0.44,11
lorenz,rossler,linear,45,0.1333333333333333,4,0.2333333333333333,7,0.2333333333333333,7,0.4,12
lorenz,rossler,linear,49,0.1785714285714285,5,0.1785714285714285,5,0.2857142857142857,8,0.3571428571428571,10
lorenz,rossler,linear,53,0.1,3,0.2666666666666666,8,0.2,6,0.4333333333333333,13
lorenz,rossler,linear,57,0.1224489795918367,6,0.2857142857142857,14,0.2653061224489796,13,0.3265306122448979,16
lorenz,rossler,linear,61,0.1219512195121951,5,0.1951219512195122,8,0.1951219512195122,8,0.4878048780487805,20
lorenz,rossler,linear,65,0.0697674418604651,3,0.1860465116279069,8,0.2790697674418604,12,0.4651162790697674,20
lorenz,rossler,linear,69,0.125,4,0.21875,7,0.25,8,0.40625,13
lorenz,rossler,linear,73,0.125,3,0.25,6,0.2916666666666667,7,0.3333333333333333,8
lorenz,rossler,linear,77,0.1428571428571428,4,0.25,7,0.25,7,0.3571428571428571,10
lorenz,rossler,linear,81,0.108695652173913,5,0.1521739130434782,7,0.3260869565217391,15,0.4130434782608695,19
lorenz,rossler,linear,85,0.131578947368421,5,0.1842105263157894,7,0.2631578947368421,10,0.4210526315789473,16
lorenz,rossler,linear,89,0.0769230769230769,4,0.1538461538461538,8,0.3076923076923077,16,0.4615384615384615,24
lorenz,rossler,linear,93,0.06,3,0.2,10,0.32,16,0.42,21
lorenz,rossler,linear,97,0.1224489795918367,6,0.1428571428571428,7,0.2653061224489796,13,0.4693877551020408,23
lorenz,lorenz,tanh,1,0.5037037037037037,136,0.0037037037037037,1,0.4814814814814814,130,0.0111111111111111,3
lorenz,lorenz,tanh,2,0.4691689008042895,175,0.0053619302949061,2,0.517426273458445,193,0.0080428954423592,3
lorenz,lorenz,tanh,3,0.3406940063091482,108,0.0473186119873817,15,0.4952681388012618,157,0.1167192429022082,37
lorenz,lorenz,tanh,4,0.2991452991452991,105,0.0398860398860398,14,0.5413105413105413,190,0.1196581196581196,42
lorenz,lorenz,tanh,5,0.1851851851851851,70,0.082010582010582,31,0.5317460317460317,201,0.201058201058201,76
lorenz,lorenz,tanh,6,0.1076487252124645,38,0.0991501416430594,35,0.4305949008498583,152,0.3626062322946176,128
lorenz,lorenz,tanh,7,0.0506666666666666,19,0.1066666666666666,40,0.4666666666666667,175,0.376,141
lorenz,lorenz,tanh,8,0.0432692307692307,9,0.1153846153846153,24,0.4519230769230769,94,0.3894230769230769,81
lorenz,lorenz,tanh,9,0.0544554455445544,11,0.1138613861386138,23,0.4603960396039604,93,0.3712871287128713,75
lorenz,lorenz,tanh,10,0.0588235294117647,10,0.1058823529411764,18,0.4588235294117647,78,0.3764705882352941,64
lorenz,lorenz,tanh,11,0.0496894409937888,8,0.0993788819875776,16,0.4720496894409938,76,0.3788819875776397,61
lorenz,lorenz,tanh,12,0.072072072072072,8,0.081081081081081,9,0.5045045045045045,56,0.3423423423423423,38
lorenz,lorenz,tanh,13,0.0679611650485436,7,0.1067961165048543,11,0.5048543689320388,52,0.3203883495145631,33
lorenz,lorenz,tanh,14,0.0654205607476635,7,0.1121495327102803,12,0.4672897196261682,50,0.3551401869158878,38
lorenz,lorenz,tanh,15,0.0909090909090909,3,0.0606060606060606,2,0.6666666666666666,22,0.1818181818181818,6
lorenz,lorenz,tanh,16,0.08,6,0.1066666666666666,8,0.4666666666666667,35,0.3466666666666667,26
lorenz,lorenz,tanh,17,0.0573770491803278,7,0.1147540983606557,14,0.4590163934426229,56,0.3688524590163934,45
lorenz,lorenz,tanh,18,0.081967213114754,5,0.1147540983606557,7,0.4918032786885246,30,0.3114754098360656,19
lorenz,lorenz,tanh,19,0.1076923076923077,7,0.123076923076923,8,0.4461538461538462,29,0.3230769230769231,21
lorenz,lorenz,tanh,20,0.0869565217391304,8,0.0760869565217391,7,0.4347826086956521,40,0.4021739130434782,37
lorenz,lorenz,tanh,21,0.064516129032258,6,0.075268817204301,7,0.4838709677419355,45,0.3763440860215054,35
lorenz,lorenz,tanh,22,0.0721649484536082,7,0.1443298969072164,14,0.4639175257731959,45,0.3195876288659793,31
lorenz,lorenz,tanh,23,0.0714285714285714,7,0.1224489795918367,12,0.4795918367346938,47,0.3265306122448979,32
lorenz,lorenz,tanh,24,0.0636363636363636,7,0.1181818181818181,13,0.4909090909090909,54,0.3272727272727272,36
lorenz,lorenz,tanh,25,0.048780487804878,4,0.0975609756097561,8,0.5,41,0.3536585365853658,29
lorenz,lorenz,linear,1,0.1590909090909091,14,0.1590909090909091,14,0.4431818181818182,39,0.2386363636363636,21
lorenz,lorenz,linear,2,0.25,25,0.11,11,0.35,35,0.29,29
lorenz,lorenz,linear,3,0.4242424242424242,56,0.0984848484848484,13,0.2803030303030303,37,0.1969696969696969,26
lorenz,lorenz,linear,4,0.291044776119403,39,0.0970149253731343,13,0.3656716417910448,49,0.2462686567164179,33
lorenz,lorenz,linear,5,0.1138211382113821,14,0.1300813008130081,16,0.3983739837398374,49,0.3577235772357723,44
lorenz,lorenz,linear,6,0.073170731707317,9,0.1138211382113821,14,0.4552845528455284,56,0.3577235772357723,44
lorenz,lorenz,linear,7,0.054054054054054,8,0.1148648648648648,17,0.4932432432432432,73,0.3378378378378378,50
lorenz,lorenz,linear,8,0.0610687022900763,8,0.1297709923664122,17,0.3740458015267175,49,0.4351145038167939,57
lorenz,lorenz,linear,9,0.0615384615384615,8,0.1461538461538461,19,0.4076923076923077,53,0.3846153846153846,50
lorenz,lorenz,linear,10,0.072,9,0.144,18,0.376,47,0.408,51
lorenz,lorenz,linear,11,0.0620155038759689,8,0.1317829457364341,17,0.3798449612403101,49,0.4263565891472868,55
lorenz,lorenz,linear,12,0.0808080808080808,8,0.1616161616161616,16,0.3535353535353535,35,0.404040404040404,40
lorenz,lorenz,linear,13,0.081081081081081,9,0.1441441441441441,16,0.3693693693693693,41,0.4054054054054054,45
lorenz,lorenz,linear,14,0.0526315789473684,4,0.1578947368421052,12,0.4210526315789473,32,0.3684210526315789,28
lorenz,lorenz,linear,15,0.0684931506849315,5,0.1095890410958904,8,0.4246575342465753,31,0.3972602739726027,29
lorenz,lorenz,linear,16,0.1034482758620689,6,0.1724137931034483,10,0.396551724137931,23,0.3275862068965517,19
lorenz,lorenz,linear,17,0.1132075471698113,6,0.1509433962264151,8,0.3584905660377358,19,0.3773584905660377,20
lorenz,lorenz,linear,18,0.0769230769230769,4,0.1538461538461538,8,0.3846153846153846,20,0.3846153846153846,20
lorenz,lorenz,linear,19,0.0892857142857142,5,0.1607142857142857,9,0.3571428571428571,20,0.3928571428571428,22
lorenz,lorenz,linear,20,0.0666666666666666,4,0.1666666666666666,10,0.35,21,0.4166666666666667,25
lorenz,lorenz,linear,21,0.0754716981132075,4,0.1698113207547169,9,0.3773584905660377,20,0.3773584905660377,20
lorenz,lorenz,linear,22,0.1111111111111111,7,0.1587301587301587,10,0.3492063492063492,22,0.3809523809523809,24
lorenz,lorenz,linear,23,0.0701754385964912,4,0.1403508771929824,8,0.4035087719298245,23,0.3859649122807017,22
lorenz,lorenz,linear,24,0.0606060606060606,4,0.1969696969696969,13,0.3333333333333333,22,0.4090909090909091,27
lorenz,lorenz,linear,25,0.0769230769230769,4,0.1538461538461538,8,0.3846153846153846,20,0.3846153846153846,20
lorenz,rossler,tanh,1,0.0963855421686747,8,0.0843373493975903,7,0.3734939759036144,31,0.4457831325301205,37
lorenz,rossler,tanh,5,0.0848214285714285,19,0.1205357142857142,27,0.3705357142857143,83,0.4241071428571428,95
lorenz,rossler,tanh,9,0.1075697211155378,27,0.0597609561752988,15,0.4940239043824701,124,0.3386454183266932,85
lorenz,rossler,tanh,13,0.1006711409395973,15,0.1073825503355704,16,0.3288590604026846,49,0.4630872483221476,69
lorenz,rossler,tanh,17,0.0584415584415584,9,0.1103896103896103,17,0.3636363636363636,56,0.4675324675324675,72
lorenz,rossler,tanh,21,0.0790960451977401,14,0.1186440677966101,21,0.3389830508474576,60,0.4632768361581921,82
lorenz,rossler,tanh,25,0.06,9,0.1133333333333333,17,0.3333333333333333,50,0.4933333333333333,74
lorenz,rossler,tanh,29,0.0431654676258992,6,0.1294964028776978,18,0.3381294964028777,47,0.4892086330935252,68
lorenz,rossler,tanh,33,0.0552147239263803,9,0.1042944785276073,17,0.3803680981595092,62,0.4601226993865031,75
lorenz,rossler,tanh,37,0.0522875816993464,8,0.0915032679738562,14,0.3594771241830065,55,0.4967320261437908,76
lorenz,rossler,tanh,41,0.0609756097560975,10,0.1402439024390244,23,0.3475609756097561,57,0.4512195121951219,74
lorenz,rossler,tanh,45,0.050314465408805,8,0.1069182389937107,17,0.3584905660377358,57,0.4842767295597484,77
lorenz,rossler,tanh,49,0.0516129032258064,8,0.1161290322580645,18,0.3032258064516129,47,0.5290322580645161,82
lorenz,rossler,tanh,53,0.0316455696202531,5,0.1075949367088607,17,0.3544303797468354,56,0.5063291139240507,80
lorenz,rossler,tanh,57,0.0544217687074829,8,0.0952380952380952,14,0.3401360544217687,50,0.5102040816326531,75
lorenz,rossler,tanh,61,0.0578034682080924,10,0.0809248554913294,14,0.3930635838150289,68,0.4682080924855491,81
lorenz,rossler,tanh,65,0.0387096774193548,6,0.1096774193548387,17,0.3612903225806451,56,0.4903225806451612,76
lorenz,rossler,tanh,69,0.037037037037037,6,0.0987654320987654,16,0.3518518518518518,57,0.5123456790123457,83
lorenz,rossler,tanh,73,0.0434782608695652,8,0.0869565217391304,16,0.4402173913043478,81,0.4293478260869565,79
lorenz,rossler,tanh,77,0.0496894409937888,8,0.124223602484472,20,0.3043478260869565,49,0.5217391304347826,84
lorenz,rossler,tanh,81,0.0496894409937888,8,0.0993788819875776,16,0.3726708074534161,60,0.4782608695652174,77
lorenz,rossler,tanh,85,0.0641025641025641,10,0.0833333333333333,13,0.3333333333333333,52,0.5192307692307693,81
lorenz,rossler,tanh,89,0.0324675324675324,5,0.1038961038961039,16,0.3506493506493506,54,0.512987012987013,79
lorenz,rossler,tanh,93,0.0555555555555555,9,0.1111111111111111,18,0.3703703703703703,60,0.4629629629629629,75
lorenz,rossler,tanh,97,0.0596026490066225,9,0.119205298013245,18,0.3774834437086092,57,0.4437086092715231,67
lorenz,rossler,linear,1,0.5914634146341463,97,0.0548780487804878,9,0.3536585365853658,58,0.0,0
lorenz,rossler,linear,5,0.2291666666666666,11,0.1041666666666666,5,0.375,18,0.2916666666666667,14
lorenz,rossler,linear,9,0.0824742268041237,8,0.1958762886597938,19,0.3298969072164948,32,0.3917525773195876,38
lorenz,rossler,linear,13,0.0789473684210526,6,0.0921052631578947,7,0.3289473684210526,25,0.5,38
lorenz,rossler,linear,17,0.0606060606060606,6,0.0909090909090909,9,0.4141414141414141,41,0.4343434343434343,43
lorenz,rossler,linear,21,0.09375,6,0.125,8,0.40625,26,0.375,24
lorenz,rossler,linear,25,0.16,4,0.16,4,0.24,6,0.44,11
lorenz,rossler,linear,29,0.1111111111111111,3,0.2222222222222222,6,0.2592592592592592,7,0.4074074074074074,11
lorenz,rossler,linear,33,0.125,6,0.1666666666666666,8,0.2708333333333333,13,0.4375,21
lorenz,rossler,linear,37,0.1,4,0.2,8,0.25,10,0.45,18
lorenz,rossler,linear,41,0.1071428571428571,3,0.1785714285714285,5,0.2857142857142857,8,0.4285714285714285,12
lorenz,rossler,linear,45,0.1785714285714285,5,0.25,7,0.2142857142857142,6,0.3571428571428571,10
lorenz,rossler,linear,49,0.108695652173913,5,0.2391304347826087,11,0.2608695652173913,12,0.391304347826087,18
lorenz,rossler,linear,53,0.0571428571428571,2,0.2571428571428571,9,0.2571428571428571,9,0.4285714285714285,15
lorenz,rossler,linear,57,0.1463414634146341,6,0.1951219512195122,8,0.2682926829268293,11,0.3902439024390244,16
lorenz,rossler,linear,61,0.0952380952380952,4,0.2142857142857142,9,0.2619047619047619,11,0.4285714285714285,18
lorenz,rossler,linear,65,0.0869565217391304,4,0.1739130434782608,8,0.2608695652173913,12,0.4782608695652174,22
lorenz,rossler,linear,69,0.125,4,0.1875,6,0.25,8,0.4375,14
lorenz,rossler,linear,73,0.125,4,0.15625,5,0.3125,10,0.40625,13
lorenz,rossler,linear,77,0.1111111111111111,6,0.1666666666666666,9,0.2777777777777778,15,0.4444444444444444,24
lorenz,rossler,linear,81,0.1153846153846153,6,0.2115384615384615,11,0.2692307692307692,14,0.4038461538461538,21
lorenz,rossler,linear,85,0.0851063829787234,4,0.1914893617021276,9,0.2978723404255319,14,0.425531914893617,20
lorenz,rossler,linear,89,0.1346153846153846,7,0.1346153846153846,7,0.2884615384615384,15,0.4423076923076923,23
lorenz,rossler,linear,93,0.1296296296296296,7,0.1481481481481481,8,0.2592592592592592,14,0.4629629629629629,25
lorenz,rossler,linear,97,0.1139240506329113,9,0.1265822784810126,10,0.3670886075949367,29,0.3924050632911392,31
lorenz,lorenz,tanh,1,0.1526717557251908,40,0.0954198473282442,25,0.4007633587786259,105,0.3511450381679389,92
lorenz,lorenz,tanh,2,0.277602523659306,88,0.0725552050473186,23,0.3848580441640378,122,0.2649842271293375,84
lorenz,lorenz,tanh,3,0.371859296482412,148,0.0678391959798995,27,0.3668341708542713,146,0.1934673366834171,77
lorenz,lorenz,tanh,4,0.1849710982658959,64,0.0924855491329479,32,0.430635838150289,149,0.291907514450867,101
lorenz,lorenz,tanh,5,0.1114369501466275,38,0.093841642228739,32,0.4398826979472141,150,0.3548387096774194,121
lorenz,lorenz,tanh,6,0.0743801652892562,27,0.0991735537190082,36,0.443526170798898,161,0.3829201101928374,139
lorenz,lorenz,tanh,7,0.0813397129186602,34,0.0933014354066985,39,0.4449760765550239,186,0.3803827751196172,159
